id,Datetime,Data,Data_add,BarTrend,Barometer,TempOut,WindSpeed,WindSpeed10Min,WindDir,HumOut,RainRate,SolarRad,RainDay,RainMonth,RainYear,ETDay,ETMonth,ETYear,RainStorm,HeatIndex,WindChill,THSWIndex,Station
55034,2023-01-01T00:05:03.670857,2023-01-01,2023-03-06,0.0,29.773,21.7,0,,185,87.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,22.8,21.7,21.7,1
55035,2023-01-01T00:35:03.989936,2023-01-01,2023-03-06,0.0,29.762,21.6,0,,185,87.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,22.8,21.7,21.7,1
55036,2023-01-01T01:05:04.165208,2023-01-01,2023-03-06,236.0,29.742,21.3,0,,185,87.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,22.2,21.1,21.7,1
55037,2023-01-01T01:35:03.601464,2023-01-01,2023-03-06,236.0,29.743,21.3,0,,185,88.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,22.2,21.1,21.7,1
55038,2023-01-01T02:35:03.923612,2023-01-01,2023-03-06,236.0,29.742,20.7,0,,185,88.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,21.7,20.6,21.1,1
55039,2023-01-01T03:05:03.393572,2023-01-01,2023-03-06,236.0,29.737,20.7,0,,185,88.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,21.7,20.6,21.1,1
55040,2023-01-01T03:35:03.731103,2023-01-01,2023-03-06,236.0,29.735,20.4,0,,185,88.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,21.7,20.6,21.1,1
55041,2023-01-01T04:05:03.878691,2023-01-01,2023-03-06,0.0,29.76,20.2,0,,185,89.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,21.1,20.0,20.6,1
55042,2023-01-01T04:35:03.376186,2023-01-01,2023-03-06,20.0,29.77,20.2,0,,185,89.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,21.1,20.0,20.6,1
55043,2023-01-01T05:05:03.550413,2023-01-01,2023-03-06,20.0,29.778,20.3,0,,185,89.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,21.1,20.6,20.6,1
55044,2023-01-01T05:35:03.906773,2023-01-01,2023-03-06,20.0,29.78,20.2,0,,185,89.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,21.1,20.0,20.6,1
55045,2023-01-01T06:05:04.126523,2023-01-01,2023-03-06,20.0,29.797,20.3,0,,185,89.0,,26.0,0.0,0.0,0.0,0.0,,0.0,,21.7,20.6,21.7,1
55046,2023-01-01T06:35:03.652553,2023-01-01,2023-03-06,60.0,29.814,20.8,0,,185,89.0,,42.0,0.2,0.2,0.2,0.0,,0.0,,21.7,21.1,21.7,1
55047,2023-01-01T07:05:03.927392,2023-01-01,2023-03-06,60.0,29.823,21.2,0,,195,88.0,,74.0,0.2,0.2,0.2,0.1,,0.0,,22.2,21.1,22.8,1
55048,2023-01-01T07:35:03.538590,2023-01-01,2023-03-06,20.0,29.828,22.4,0,,195,87.0,,399.0,0.2,0.2,0.2,0.1,,0.0,,23.3,22.2,27.8,1
55049,2023-01-01T08:05:03.929236,2023-01-01,2023-03-06,20.0,29.832,25.3,0,,175,81.0,,577.0,0.2,0.2,0.2,0.3,,0.0,,27.2,25.6,33.3,1
55050,2023-01-01T08:35:03.255857,2023-01-01,2023-03-06,20.0,29.836,26.7,0,,175,77.0,,316.0,0.2,0.2,0.2,0.3,,0.0,,28.9,26.7,32.2,1
55051,2023-01-01T09:05:03.476682,2023-01-01,2023-03-06,20.0,29.828,27.6,0,,175,75.0,,851.0,0.2,0.2,0.2,0.5,,0.0,,30.6,27.8,37.8,1
55052,2023-01-01T09:35:03.810114,2023-01-01,2023-03-06,0.0,29.823,27.9,0,,175,74.0,,740.0,0.2,0.2,0.2,0.5,,0.0,,31.1,27.8,38.3,1
55053,2023-01-01T10:05:03.239429,2023-01-01,2023-03-06,0.0,29.825,29.3,0,,229,71.0,,1071.0,0.2,0.2,0.2,1.0,,0.0,,33.9,29.4,41.1,1
55054,2023-01-01T10:35:04.079726,2023-01-01,2023-03-06,0.0,29.818,30.2,0,,138,68.0,,366.0,0.2,0.2,0.2,1.0,,0.0,,35.0,30.0,41.7,1
55055,2023-01-01T11:05:03.414067,2023-01-01,2023-03-06,236.0,29.806,30.2,0,,137,68.0,,432.0,0.2,0.2,0.2,1.4,,0.0,,35.0,30.0,42.2,1
55056,2023-01-01T11:35:03.880466,2023-01-01,2023-03-06,236.0,29.793,30.6,0,,135,65.0,,478.0,0.2,0.2,0.2,1.4,,0.0,,35.0,30.6,42.2,1
55057,2023-01-01T12:05:03.288440,2023-01-01,2023-03-06,236.0,29.779,31.9,0,,133,60.0,,427.0,0.2,0.2,0.2,2.0,,0.0,,37.2,31.7,41.1,1
55058,2023-01-01T12:35:03.709544,2023-01-01,2023-03-06,236.0,29.765,32.1,0,,131,60.0,,735.0,0.2,0.2,0.2,2.0,,0.0,,37.8,32.2,45.0,1
55059,2023-01-01T13:05:03.996344,2023-01-01,2023-03-06,196.0,29.75,33.2,0,,137,55.0,,988.0,0.2,0.2,0.2,2.5,,0.0,,38.9,33.3,46.1,1
55060,2023-01-01T13:35:03.460074,2023-01-01,2023-03-06,196.0,29.738,33.1,0,,76,56.0,,673.0,0.2,0.2,0.2,2.5,,0.0,,38.9,33.3,46.1,1
55061,2023-01-01T14:05:03.776278,2023-01-01,2023-03-06,196.0,29.72,33.2,0,,85,56.0,,508.0,0.2,0.2,0.2,3.0,,0.0,,38.9,33.3,43.9,1
55062,2023-01-01T14:35:04.056445,2023-01-01,2023-03-06,196.0,29.706,33.5,0,,85,56.0,,670.0,0.2,0.2,0.2,3.0,,0.0,,39.4,33.3,46.7,1
55063,2023-01-01T15:05:03.283368,2023-01-01,2023-03-06,196.0,29.693,34.5,0,,85,53.0,,707.0,0.2,0.2,0.2,3.4,,0.0,,41.1,34.4,48.3,1
55064,2023-01-01T15:35:03.738583,2023-01-01,2023-03-06,196.0,29.689,33.9,0,,87,53.0,,388.0,0.2,0.2,0.2,3.4,,0.0,,39.4,33.9,44.4,1
55065,2023-01-01T16:05:04.046496,2023-01-01,2023-03-06,196.0,29.684,34.1,0,,87,53.0,,394.0,0.2,0.2,0.2,3.8,,0.0,,40.0,33.9,43.9,1
55066,2023-01-01T16:35:03.460793,2023-01-01,2023-03-06,236.0,29.687,33.6,0,,89,53.0,,276.0,0.2,0.2,0.2,3.8,,0.0,,38.9,33.3,41.1,1
55067,2023-01-01T17:05:03.898843,2023-01-01,2023-03-06,236.0,29.69,35.6,0,,89,49.0,,167.0,0.2,0.2,0.2,4.0,,0.0,,42.2,35.6,43.3,1
55068,2023-01-01T18:05:04.034588,2023-01-01,2023-03-06,0.0,29.7,34.1,0,,81,54.0,,11.0,0.2,0.2,0.2,4.1,,0.0,,40.6,33.9,40.0,1
55069,2023-01-01T18:35:03.387669,2023-01-01,2023-03-06,0.0,29.704,30.1,0,,81,63.0,,0.0,0.2,0.2,0.2,4.1,,0.0,,33.9,30.0,33.3,1
55070,2023-01-01T19:05:03.731928,2023-01-01,2023-03-06,20.0,29.715,28.9,0,,81,66.0,,0.0,0.2,0.2,0.2,4.1,,0.0,,32.2,28.9,31.7,1
55071,2023-01-01T19:35:03.327565,2023-01-01,2023-03-06,20.0,29.731,28.8,0,,81,66.0,,0.0,0.2,0.2,0.2,4.1,,0.0,,32.2,28.9,31.1,1
55072,2023-01-01T20:05:03.807824,2023-01-01,2023-03-06,20.0,29.744,28.3,0,,81,67.0,,0.0,0.2,0.2,0.2,4.1,,0.0,,31.1,28.3,30.0,1
55073,2023-01-01T20:35:03.235561,2023-01-01,2023-03-06,20.0,29.753,27.2,0,,81,72.0,,0.0,0.2,0.2,0.2,4.1,,0.0,,29.4,27.2,28.3,1
55074,2023-01-01T21:05:03.445284,2023-01-01,2023-03-06,60.0,29.761,26.0,0,,81,79.0,,0.0,0.2,0.2,0.2,4.1,,0.0,,28.3,26.1,27.8,1
55075,2023-01-01T21:35:03.788685,2023-01-01,2023-03-06,60.0,29.765,25.3,0,,81,80.0,,0.0,0.2,0.2,0.2,4.1,,0.0,,27.2,25.6,26.1,1
55076,2023-01-01T22:05:03.994604,2023-01-01,2023-03-06,20.0,29.769,25.0,0,,81,82.0,,0.0,0.2,0.2,0.2,4.2,,0.0,,26.7,25.0,25.6,1
55077,2023-01-01T22:35:03.413383,2023-01-01,2023-03-06,20.0,29.767,24.9,0,,81,83.0,,0.0,0.2,0.2,0.2,4.2,,0.0,,26.7,25.0,25.6,1
55078,2023-01-01T23:05:03.646473,2023-01-01,2023-03-06,0.0,29.761,24.3,0,,81,83.0,,0.0,0.0,0.2,0.2,0.0,,4.3,,26.1,24.4,25.0,1
55079,2023-01-01T23:35:04.026567,2023-01-01,2023-03-06,0.0,29.757,23.8,0,,81,84.0,,0.0,0.0,0.2,0.2,0.0,,4.3,,25.0,23.9,23.9,1
55080,2023-01-01T23:59:03.200701,2023-01-01,2023-03-06,0.0,29.747,23.6,0,,81,84.0,,0.0,0.0,0.2,0.2,0.0,,4.3,,25.0,23.9,23.9,1
55081,2023-01-02T00:05:03.653376,2023-01-02,2023-03-06,0.0,29.749,23.6,0,,81,84.0,,0.0,0.0,0.2,0.2,0.0,,4.3,,25.0,23.3,23.9,1
55082,2023-01-02T00:35:04.143362,2023-01-02,2023-03-06,236.0,29.743,23.3,0,,81,85.0,,0.0,0.0,0.2,0.2,0.0,,4.3,,24.4,23.3,23.3,1
55083,2023-01-02T01:05:03.454220,2023-01-02,2023-03-06,236.0,29.744,23.2,0,,81,85.0,,0.0,0.0,0.2,0.2,0.1,,4.3,,24.4,23.3,23.9,1
55084,2023-01-02T01:35:03.887919,2023-01-02,2023-03-06,236.0,29.739,23.2,0,,81,86.0,,0.0,0.0,0.2,0.2,0.1,,4.3,,24.4,23.3,23.9,1
55085,2023-01-02T02:05:04.149682,2023-01-02,2023-03-06,236.0,29.741,23.3,0,,81,86.0,,0.0,0.0,0.2,0.2,0.1,,4.3,,24.4,23.3,23.9,1
55086,2023-01-02T02:35:03.497685,2023-01-02,2023-03-06,0.0,29.744,23.3,0,,81,86.0,,0.0,0.0,0.2,0.2,0.1,,4.3,,24.4,23.3,23.9,1
55087,2023-01-02T03:05:03.902141,2023-01-02,2023-03-06,0.0,29.738,23.4,0,,81,86.0,,0.0,0.0,0.2,0.2,0.1,,4.3,,24.4,23.3,23.9,1
55088,2023-01-02T03:35:03.778663,2023-01-02,2023-03-06,0.0,29.734,23.7,0,,81,85.0,,0.0,0.0,0.2,0.2,0.1,,4.3,,25.0,23.9,24.4,1
55089,2023-01-02T04:05:04.163890,2023-01-02,2023-03-06,0.0,29.752,23.9,0,,81,83.0,,0.0,0.0,0.2,0.2,0.1,,4.3,,25.6,23.9,25.0,1
55090,2023-01-02T04:35:03.461369,2023-01-02,2023-03-06,20.0,29.765,23.8,0,,81,84.0,,0.0,0.0,0.2,0.2,0.1,,4.3,,25.6,23.9,25.0,1
55091,2023-01-02T05:05:03.763013,2023-01-02,2023-03-06,20.0,29.774,23.5,0,,81,85.0,,0.0,0.0,0.2,0.2,0.2,,4.3,,25.0,23.3,24.4,1
55092,2023-01-02T05:35:04.085869,2023-01-02,2023-03-06,20.0,29.782,23.7,0,,81,85.0,,0.0,0.0,0.2,0.2,0.2,,4.3,,25.0,23.9,24.4,1
55093,2023-01-02T06:05:03.711091,2023-01-02,2023-03-06,20.0,29.795,23.5,0,,81,86.0,,37.0,0.0,0.2,0.2,0.2,,4.3,,25.0,23.3,25.0,1
55094,2023-01-02T06:35:03.414652,2023-01-02,2023-03-06,60.0,29.807,23.9,0,,81,86.0,,44.0,0.0,0.2,0.2,0.2,,4.3,,25.6,23.9,25.6,1
55095,2023-01-02T07:05:03.679034,2023-01-02,2023-03-06,20.0,29.807,24.4,0,,82,85.0,,148.0,0.0,0.2,0.2,0.2,,4.3,,26.1,24.4,27.2,1
55096,2023-01-02T08:05:03.952422,2023-01-02,2023-03-06,20.0,29.819,27.6,0,,114,79.0,,357.0,0.0,0.2,0.2,0.4,,4.3,,31.1,27.8,36.7,1
55097,2023-01-02T08:35:03.400385,2023-01-02,2023-03-06,20.0,29.835,27.9,0,,58,77.0,,652.0,0.0,0.2,0.2,0.4,,4.3,,31.7,27.8,38.3,1
55098,2023-01-02T09:05:03.731074,2023-01-02,2023-03-06,20.0,29.838,28.2,0,,55,77.0,,304.0,0.0,0.2,0.2,0.7,,4.3,,32.2,28.3,35.6,1
55099,2023-01-02T09:35:03.362501,2023-01-02,2023-03-06,20.0,29.842,28.7,0,,56,74.0,,320.0,0.0,0.2,0.2,0.7,,4.3,,32.8,28.9,36.1,1
55100,2023-01-02T10:05:03.654837,2023-01-02,2023-03-06,20.0,29.833,28.6,0,,56,72.0,,367.0,0.0,0.2,0.2,1.0,,4.3,,32.2,28.9,35.6,1
55101,2023-01-02T10:35:03.696953,2023-01-02,2023-03-06,0.0,29.827,29.1,0,,56,70.0,,234.0,0.0,0.2,0.2,1.0,,4.3,,33.3,28.9,36.1,1
55102,2023-01-02T11:05:04.046481,2023-01-02,2023-03-06,0.0,29.807,30.1,0,,56,68.0,,687.0,0.0,0.2,0.2,1.4,,4.3,,35.0,30.0,42.2,1
55103,2023-01-02T11:35:03.316992,2023-01-02,2023-03-06,236.0,29.789,30.5,0,,77,69.0,,589.0,0.0,0.2,0.2,1.4,,4.3,,35.6,30.6,42.8,1
55104,2023-01-02T12:05:03.701049,2023-01-02,2023-03-06,236.0,29.782,30.4,0,,90,65.0,,153.0,0.0,0.2,0.2,1.8,,4.3,,35.0,30.6,36.1,1
55105,2023-01-02T12:35:04.074902,2023-01-02,2023-03-06,196.0,29.77,30.8,0,,121,67.0,,492.0,0.0,0.2,0.2,1.8,,4.3,,36.1,30.6,41.1,1
55106,2023-01-02T13:05:03.440579,2023-01-02,2023-03-06,196.0,29.759,30.2,0,,63,65.0,,499.0,0.0,0.2,0.2,2.1,,4.3,,34.4,30.0,39.4,1
55107,2023-01-02T13:35:03.729771,2023-01-02,2023-03-06,196.0,29.739,30.4,0,,60,65.0,,468.0,0.0,0.2,0.2,2.1,,4.3,,34.4,30.6,38.9,1
55108,2023-01-02T14:05:04.033938,2023-01-02,2023-03-06,196.0,29.727,27.8,0,,258,80.0,,278.0,0.0,0.2,0.2,2.4,,4.3,,31.7,27.8,34.4,1
55109,2023-01-02T14:35:03.640782,2023-01-02,2023-03-06,196.0,29.716,27.1,0,,255,82.0,,197.0,0.0,0.2,0.2,2.4,,4.3,,30.6,27.2,32.2,1
55110,2023-01-02T15:05:04.038245,2023-01-02,2023-03-06,196.0,29.7,27.0,0,,255,83.0,,209.0,0.0,0.2,0.2,2.5,,4.3,,30.6,27.2,32.2,1
55111,2023-01-02T15:35:03.316040,2023-01-02,2023-03-06,196.0,29.696,27.2,0,,255,83.0,,206.0,0.0,0.2,0.2,2.5,,4.3,,31.1,27.2,32.8,1
55112,2023-01-02T16:05:03.630697,2023-01-02,2023-03-06,196.0,29.697,27.4,0,,255,82.0,,230.0,0.0,0.2,0.2,2.6,,4.3,,31.1,27.2,32.8,1
55113,2023-01-02T16:35:03.965615,2023-01-02,2023-03-06,236.0,29.697,27.6,0,,255,81.0,,151.0,0.0,0.2,0.2,2.6,,4.3,,31.7,27.8,32.8,1
55114,2023-01-02T17:05:03.264520,2023-01-02,2023-03-06,236.0,29.698,27.4,0,,255,82.0,,83.0,0.0,0.2,0.2,2.7,,4.3,,31.1,27.2,31.1,1
55115,2023-01-02T17:35:03.718037,2023-01-02,2023-03-06,0.0,29.712,27.3,0,,255,83.0,,32.0,0.0,0.2,0.2,2.7,,4.3,,31.1,27.2,31.1,1
55116,2023-01-02T18:05:03.896816,2023-01-02,2023-03-06,0.0,29.712,26.9,0,,251,83.0,,0.0,0.0,0.2,0.2,2.8,,4.3,,30.6,26.7,30.0,1
55117,2023-01-02T18:35:03.694695,2023-01-02,2023-03-06,20.0,29.719,26.7,0,,251,84.0,,0.0,0.0,0.2,0.2,2.8,,4.3,,30.0,26.7,29.4,1
55118,2023-01-02T19:05:03.894682,2023-01-02,2023-03-06,0.0,29.716,26.3,0,,251,84.0,,0.0,0.0,0.2,0.2,2.8,,4.3,,29.4,26.1,28.9,1
55119,2023-01-02T19:35:03.454457,2023-01-02,2023-03-06,20.0,29.728,26.0,0,,251,85.0,,0.0,0.0,0.2,0.2,2.8,,4.3,,28.9,26.1,28.3,1
55120,2023-01-02T20:05:03.869561,2023-01-02,2023-03-06,20.0,29.751,25.6,0,,251,85.0,,0.0,0.0,0.2,0.2,2.8,,4.3,,27.8,25.6,27.2,1
55121,2023-01-02T20:35:03.403907,2023-01-02,2023-03-06,20.0,29.762,25.2,0,,251,86.0,,0.0,0.0,0.2,0.2,2.8,,4.3,,27.2,25.0,26.7,1
55122,2023-01-02T21:05:04.157393,2023-01-02,2023-03-06,20.0,29.761,24.8,0,,251,86.0,,0.0,0.0,0.2,0.2,2.8,,4.3,,27.2,25.0,26.7,1
55123,2023-01-02T21:35:03.506591,2023-01-02,2023-03-06,20.0,29.77,24.6,0,,251,87.0,,0.0,0.0,0.2,0.2,2.8,,4.3,,26.7,24.4,26.1,1
55124,2023-01-02T22:05:03.874804,2023-01-02,2023-03-06,60.0,29.774,24.1,0,,251,88.0,,0.0,0.0,0.2,0.2,2.8,,4.3,,26.1,23.9,25.6,1
55125,2023-01-02T22:35:04.195061,2023-01-02,2023-03-06,20.0,29.769,23.9,0,,251,88.0,,0.0,0.0,0.2,0.2,2.8,,4.3,,25.6,23.9,24.4,1
55126,2023-01-02T23:35:03.942517,2023-01-02,2023-03-06,0.0,29.775,24.2,0,,251,89.0,,0.0,0.0,0.2,0.2,0.0,,7.1,,26.1,24.4,25.6,1
55127,2023-01-02T23:59:03.424485,2023-01-02,2023-03-06,0.0,29.772,24.1,0,,251,89.0,,0.0,0.0,0.2,0.2,0.0,,7.1,,26.1,23.9,25.6,1
55128,2023-01-03T00:05:03.382514,2023-01-03,2023-03-06,0.0,29.769,24.0,0,,251,89.0,,0.0,0.0,0.2,0.2,0.0,,7.1,,25.6,23.9,25.0,1
55129,2023-01-03T00:35:03.519340,2023-01-03,2023-03-06,0.0,29.778,24.2,0,,251,89.0,,0.0,0.0,0.2,0.2,0.0,,7.1,,26.1,24.4,25.6,1
55130,2023-01-03T01:05:03.707048,2023-01-03,2023-03-06,0.0,29.762,24.1,0,,180,89.0,,0.0,3.4,3.6,3.6,0.0,,7.1,,26.1,23.9,25.6,1
55131,2023-01-03T01:35:04.122289,2023-01-03,2023-03-06,0.0,29.752,23.9,0,,180,90.0,,0.0,5.2,5.4,5.4,0.0,,7.1,,25.6,23.9,25.0,1
55132,2023-01-03T02:05:03.408765,2023-01-03,2023-03-06,0.0,29.752,23.3,0,,175,89.0,,0.0,7.0,7.2,7.2,0.0,,7.1,,24.4,23.3,23.9,1
55133,2023-01-03T02:35:03.969327,2023-01-03,2023-03-06,236.0,29.748,22.6,0,,170,89.0,,0.0,9.2,9.4,9.4,0.0,,7.1,,23.9,22.8,23.3,1
55134,2023-01-03T03:05:03.422802,2023-01-03,2023-03-06,0.0,29.756,22.4,0,,126,89.0,,0.0,11.4,11.6,11.6,0.0,,7.1,,23.3,22.2,22.8,1
55135,2023-01-03T03:35:03.798334,2023-01-03,2023-03-06,0.0,29.774,22.5,0,,126,90.0,,0.0,17.8,18.0,18.0,0.0,,7.1,,23.9,22.8,23.3,1
55136,2023-01-03T04:05:03.219485,2023-01-03,2023-03-06,0.0,29.778,22.6,0,,108,90.0,,0.0,47.8,48.0,48.0,0.0,,7.1,,23.9,22.8,23.3,1
55137,2023-01-03T04:35:03.713874,2023-01-03,2023-03-06,0.0,29.769,22.6,0,,108,90.0,,0.0,53.0,53.2,53.2,0.0,,7.1,,23.9,22.8,23.3,1
55138,2023-01-03T05:05:03.930174,2023-01-03,2023-03-06,0.0,29.777,22.4,0,,108,90.0,,0.0,53.2,53.4,53.4,0.0,,7.1,,23.3,22.2,22.8,1
55139,2023-01-03T05:35:03.508700,2023-01-03,2023-03-06,20.0,29.796,22.4,0,,108,90.0,,0.0,53.4,53.6,53.6,0.0,,7.1,,23.3,22.2,22.8,1
55140,2023-01-03T06:05:03.911108,2023-01-03,2023-03-06,20.0,29.808,22.5,0,,108,90.0,,0.0,54.8,55.0,55.0,0.0,,7.1,,23.9,22.8,23.3,1
55141,2023-01-03T06:35:03.470272,2023-01-03,2023-03-06,20.0,29.811,22.5,0,,108,90.0,,18.0,55.2,55.4,55.4,0.0,,7.1,,23.9,22.8,23.9,1
55142,2023-01-03T07:05:03.805061,2023-01-03,2023-03-06,20.0,29.813,22.7,0,,108,91.0,,42.0,55.6,55.8,55.8,0.0,,7.1,,23.9,22.8,23.9,1
55143,2023-01-03T07:35:03.290957,2023-01-03,2023-03-06,20.0,29.83,23.0,0,,118,91.0,,81.0,55.6,55.8,55.8,0.0,,7.1,,24.4,22.8,25.0,1
55144,2023-01-03T08:05:03.672261,2023-01-03,2023-03-06,60.0,29.842,23.3,0,,118,91.0,,241.0,55.6,55.8,55.8,0.1,,7.1,,24.4,23.3,27.2,1
55145,2023-01-03T08:35:03.994197,2023-01-03,2023-03-06,20.0,29.854,23.9,0,,118,91.0,,357.0,55.6,55.8,55.8,0.1,,7.1,,25.6,23.9,29.4,1
55146,2023-01-03T09:05:03.249621,2023-01-03,2023-03-06,20.0,29.864,24.6,0,,118,90.0,,209.0,55.6,55.8,55.8,0.3,,7.1,,26.7,24.4,29.4,1
55147,2023-01-03T09:35:03.702489,2023-01-03,2023-03-06,20.0,29.859,25.2,0,,118,88.0,,346.0,55.6,55.8,55.8,0.3,,7.1,,27.8,25.0,31.7,1
55148,2023-01-03T10:05:04.140480,2023-01-03,2023-03-06,20.0,29.85,25.4,0,,118,87.0,,403.0,55.6,55.8,55.8,0.4,,7.1,,27.8,25.6,31.7,1
55149,2023-01-03T10:35:03.644379,2023-01-03,2023-03-06,0.0,29.84,26.6,0,,118,85.0,,863.0,55.6,55.8,55.8,0.4,,7.1,,30.0,26.7,37.2,1
55150,2023-01-03T11:05:03.922079,2023-01-03,2023-03-06,0.0,29.839,27.8,0,,109,80.0,,737.0,55.6,55.8,55.8,0.9,,7.1,,31.7,27.8,38.9,1
55151,2023-01-03T11:35:03.334077,2023-01-03,2023-03-06,0.0,29.826,28.3,0,,97,79.0,,1002.0,55.6,55.8,55.8,0.9,,7.1,,32.8,28.3,40.0,1
55152,2023-01-03T12:05:03.616819,2023-01-03,2023-03-06,236.0,29.812,28.4,0,,222,79.0,,399.0,55.6,55.8,55.8,1.3,,7.1,,33.3,28.3,37.2,1
55153,2023-01-03T12:35:04.006775,2023-01-03,2023-03-06,236.0,29.799,28.9,0,,242,77.0,,905.0,55.6,55.8,55.8,1.3,,7.1,,33.9,28.9,41.1,1
55154,2023-01-03T13:05:03.260904,2023-01-03,2023-03-06,196.0,29.777,29.7,0,,242,74.0,,670.0,55.6,55.8,55.8,1.9,,7.1,,35.0,29.4,42.2,1
55155,2023-01-03T13:35:04.843336,2023-01-03,2023-03-06,196.0,29.755,29.6,0,,242,76.0,,522.0,55.6,55.8,55.8,1.9,,7.1,,35.6,29.4,41.1,1
55156,2023-01-03T14:05:03.426140,2023-01-03,2023-03-06,196.0,29.743,29.9,0,,258,73.0,,828.0,55.6,55.8,55.8,2.3,,7.1,,35.6,30.0,42.8,1
55157,2023-01-03T14:35:03.695064,2023-01-03,2023-03-06,196.0,29.728,30.3,0,,246,74.0,,394.0,55.6,55.8,55.8,2.3,,7.1,,36.7,30.6,40.6,1
55158,2023-01-03T15:05:04.018432,2023-01-03,2023-03-06,196.0,29.705,29.5,0,,246,77.0,,334.0,55.6,55.8,55.8,2.6,,7.1,,35.6,29.4,38.9,1
55159,2023-01-03T15:35:03.539798,2023-01-03,2023-03-06,196.0,29.697,28.7,0,,241,79.0,,239.0,55.6,55.8,55.8,2.6,,7.1,,33.9,28.9,36.1,1
55160,2023-01-03T16:05:03.877881,2023-01-03,2023-03-06,196.0,29.698,28.7,0,,236,81.0,,158.0,55.6,55.8,55.8,2.8,,7.1,,34.4,28.9,35.6,1
55161,2023-01-03T17:05:03.905955,2023-01-03,2023-03-06,236.0,29.702,27.4,0,,236,83.0,,63.0,55.6,55.8,55.8,2.9,,7.1,,31.7,27.2,31.7,1
55162,2023-01-03T17:35:03.229698,2023-01-03,2023-03-06,236.0,29.71,26.9,0,,229,83.0,,25.0,55.6,55.8,55.8,2.9,,7.1,,30.6,27.2,30.0,1
55163,2023-01-03T18:05:03.538964,2023-01-03,2023-03-06,0.0,29.724,26.4,0,,229,84.0,,0.0,55.6,55.8,55.8,2.9,,7.1,,29.4,26.7,28.9,1
55164,2023-01-03T18:35:03.952187,2023-01-03,2023-03-06,20.0,29.74,26.1,0,,229,84.0,,0.0,55.6,55.8,55.8,2.9,,7.1,,28.9,26.1,28.3,1
55165,2023-01-03T19:05:03.292403,2023-01-03,2023-03-06,20.0,29.748,25.9,0,,229,85.0,,0.0,55.6,55.8,55.8,2.9,,7.1,,28.3,26.1,27.8,1
55166,2023-01-03T19:35:03.683503,2023-01-03,2023-03-06,60.0,29.76,25.6,0,,229,85.0,,0.0,55.6,55.8,55.8,2.9,,7.1,,27.8,25.6,27.2,1
55167,2023-01-03T20:05:03.991135,2023-01-03,2023-03-06,60.0,29.774,25.3,0,,229,85.0,,0.0,55.6,55.8,55.8,2.9,,7.1,,27.8,25.6,27.2,1
55168,2023-01-03T20:35:03.447765,2023-01-03,2023-03-06,60.0,29.798,25.1,0,,229,85.0,,0.0,55.6,55.8,55.8,2.9,,7.1,,27.2,25.0,26.7,1
55169,2023-01-03T21:05:03.933891,2023-01-03,2023-03-06,60.0,29.802,24.9,0,,229,86.0,,0.0,55.6,55.8,55.8,2.9,,7.1,,27.2,25.0,26.7,1
55170,2023-01-03T21:35:03.255004,2023-01-03,2023-03-06,60.0,29.807,24.6,0,,229,86.0,,0.0,55.6,55.8,55.8,2.9,,7.1,,26.7,24.4,26.1,1
55171,2023-01-03T22:05:03.590574,2023-01-03,2023-03-06,60.0,29.809,24.2,0,,229,87.0,,0.0,55.6,55.8,55.8,3.0,,7.1,,26.1,24.4,25.0,1
55172,2023-01-03T22:35:04.076334,2023-01-03,2023-03-06,20.0,29.813,24.1,0,,229,88.0,,0.0,55.6,55.8,55.8,3.0,,7.1,,26.1,23.9,25.6,1
55173,2023-01-03T23:05:03.303588,2023-01-03,2023-03-06,20.0,29.816,24.2,0,,229,89.0,,0.0,0.0,55.8,55.8,0.0,,10.2,,26.1,24.4,25.6,1
55174,2023-01-03T23:35:03.617014,2023-01-03,2023-03-06,0.0,29.811,24.2,0,,229,88.0,,0.0,0.0,55.8,55.8,0.0,,10.2,,26.1,24.4,25.6,1
55175,2023-01-03T23:59:03.829869,2023-01-03,2023-03-06,0.0,29.807,24.2,0,,229,88.0,,0.0,0.0,55.8,55.8,0.0,,10.2,,26.1,24.4,25.6,1
55176,2023-01-04T00:05:03.294156,2023-01-04,2023-03-06,0.0,29.804,24.3,0,,229,89.0,,0.0,0.0,55.8,55.8,0.0,,10.2,,26.1,24.4,25.6,1
55177,2023-01-04T00:35:03.660116,2023-01-04,2023-03-06,0.0,29.792,23.9,0,,229,89.0,,0.0,0.0,55.8,55.8,0.0,,10.2,,25.6,23.9,25.0,1
55178,2023-01-04T01:05:03.949367,2023-01-04,2023-03-06,0.0,29.792,23.6,0,,229,89.0,,0.0,0.0,55.8,55.8,0.0,,10.2,,25.0,23.9,24.4,1
